FieldIntegral	XPosition	ZPosition
41.8065065375	-4.000850000000001	0
33.38011846249999	-3.0001	0
24.10113687499999	-2.00015	0
14.8429566725	-1.000075	0
5.66333872008625	-0.0001999999999999891	0
-3.515568409999999	0.99985	0
-12.70948728875	1.999775	0
-21.919739825	3.000075	0
-31.22606938749999	4.000524999999999	0
